,Address,Price,Beds,Baths,Location,All_Text
308,13 Seguin St,"$1,258,000 CAD",3 beds,4 baths,"


Oak Ridges
Seguin St


(  )
- BTC

","

13 Seguin St
$1,258,000 CAD
4 baths
3 beds




Oak Ridges
Seguin St


(  )
- BTC


Assignment Sale. Freehold Townhouse With Finished Basement, High Ceilings On The Main & 2nd Floor. Quartz Counter Top. Additional Upgrades Worth $6,407.10 . King East Estates By One Of The Top Most Builders - Plaza Corp. Includes- Stainless Steel (Gas Stove, Fridge/I...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
309,11 Royal Oak Rd,"$1,199,000 CAD",4 beds,4 baths,"


Mt Albert
Royal Oak Rd


(  )
- BTC

","

11 Royal Oak Rd
$1,199,000 CAD
4 baths
4 beds




Mt Albert
Royal Oak Rd


(  )
- BTC


Wonderful 4+1 Bedroom Family Home Complete With Heated Inground Pool On A Premium Ravine Lot In Desirable Mt. Albert Steps To Vivian Creek Trail & Park. Upgrades Include Hardwood Floors, Pot Lights, Crown Moulding And White Kitchen. Family Room With Wood Fireplace And...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
310,62 Kalmar Cres,"$1,199,000 CAD",4 beds,4 baths,"



Kalmar Cres


(  )
- BTC

","

62 Kalmar Cres
$1,199,000 CAD
4 baths
4 beds





Kalmar Cres


(  )
- BTC


Beautiful,Spacious,Open Concept,Newly Renovated 4 Bedroom Semi-Detached In Quiet Crescent And Prestigious Oak Ridges Community. Fabulous South Exposed Yard With Custom Entertainers Deck.Featuring Recent Renovations & Upgrades Including Modern Kitchen W/Quartz...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
311,5 Amos Crt,"$1,480,000 CAD",4 beds,3 baths,"

Markham
Greensborough
Amos Crt


(  )
- BTC

","

5 Amos Crt
$1,480,000 CAD
3 baths
4 beds



Markham
Greensborough
Amos Crt


(  )
- BTC


Absolutely Gorgeous Quality Built Home By Arista Homes In Court Location.  Approx 2756Sf Of Luxury. 9Ft Ceilings On Main. Fab. Family Rm W/Gas Fp Overlooking Large Eat-In Gourmet Chefs Kit W/Island, Butlers Pantry & W/O. Hrdwd Flrs On Main. Large Master W/5Pc Ensuite...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
312,252 Church St,"$2,750,000 CAD",4+2 beds,7 baths,"


Markham Village
Church St


(  )
- BTC

","

252 Church St
$2,750,000 CAD
7 baths
4+2 beds




Markham Village
Church St


(  )
- BTC


* Spectacular Brand New Custom-Built Home * Abt 4900 Sf Living Space * Move-In Ready * Outstanding Features & Finishes * 1st Flr 10' Ceiling With 15' In Liv Rm * Crown Mouldings * Coffered Ceiling & Fireplace In Fam Rm * Butler's Pantry * Pot Lights Thru-Out * Dble...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
313,227 Zokol Dr,"$1,299,000 CAD",4 beds,4 baths,"



Zokol Dr


(  )
- BTC

","

227 Zokol Dr
$1,299,000 CAD
4 baths
4 beds





Zokol Dr


(  )
- BTC


Bright & Spacious 4 Bedrooms 4 Bathrooms Detached Home In Prestigious Neighbourhood Bayview Meadows. Backyard Overlooking A Beautiful Pond. Freshly Painted. Large Eat-In Kitchen. Master Bedroom With 5 Pc Ensuite & W/I Closet With Built-Ins. Conveniently Located Walking...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
314,9 Ray St,"$998,000 CAD",3+2 beds,4 baths,"


Village Green-South Unionville
Ray St


(  )
- BTC

","

9 Ray St
$998,000 CAD
4 baths
3+2 beds




Village Green-South Unionville
Ray St


(  )
- BTC


**Link Town Like A Semi!!** Freehold Townhome Located In The Highly Demanded South Unionville Community. Facing Park. Hardwood Floors Throughout W/Potlights On Ground Fl, Upgraded Kitchen '18 W Backsplash, Stone Kitchen Counter, Etc . Top Ranking Markville High School...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
315,4 Theobalds Circ,"$1,950,000 CAD",4+1 beds,4 baths,"


Mill Pond
Theobalds Circ


(  )
- BTC

","

4 Theobalds Circ
$1,950,000 CAD
4 baths
4+1 beds




Mill Pond
Theobalds Circ


(  )
- BTC


P-R-E-M-I-U-M--P-I-E--S-H-A-P-E-D--L-O-T!!! 4+1 Bed & 4Bath Luxurious Home In Hertiage Estates! Over 4500 Sqft. Of Total Living Space! Impressive Open To Above Foyer! Large Kitchen W/T W/O To Deck! Hardwood Flrs! Formal Dining Room W/T Wainscotting! Family Room W/T...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
316,213 Douglas Rd,"$1,680,000 CAD",3+2 beds,3 baths,"


Oak Ridges Lake Wilcox
Douglas Rd


(  )
- BTC

","

213 Douglas Rd
$1,680,000 CAD
3 baths
3+2 beds




Oak Ridges Lake Wilcox
Douglas Rd


(  )
- BTC


Fantastic Prime Oak Ridges Side Split, Tastefully Renovated, Spacious Kitchen With Granite, Tiled Backsplash, Stainless Steel Appliances,Hardwood Throughout, Upgdated Bathrooms,Wainscoting, Crown Moldings, Trims And Baseboards. Multiple Walk Outs To New Wooden Deck...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
317,62 Rosario Dr,"$1,198,000 CAD",3 beds,4 baths,"


Vellore Village
Rosario Dr


(  )
- BTC

","

62 Rosario Dr
$1,198,000 CAD
4 baths
3 beds




Vellore Village
Rosario Dr


(  )
- BTC


Rarely Offered Spacious Home In Vellore Village, Meticulous 3 Bed, 4 Bath, In An Open & Airy Layout For Comfortable Living. Boasting Gleaming Hardwood Floors, Stone Countertops, Freshly Painted, S/S Appliances, Finished Basement, Stylish Light Fixtures, Min To All...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
318,12 Queensborough Crt,"$1,980,000 CAD",4 beds,3 baths,"



Queensborough Crt


(  )
- BTC

","

12 Queensborough Crt
$1,980,000 CAD
3 baths
4 beds





Queensborough Crt


(  )
- BTC


Stunning California Style Sunfilled House Located In A Cul De Sac Crt With Walking Trail Path.Smooth High Ceilings W/Mouldi,Gleam. Hrdwd & Tile.Roof(15).Granite C-Top In Kitchen W/Undermount Sink & Gas Range.Master Bdrm W/Sitting Area.Landscaped Front And Backyard(19...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
319,228 Vivant St,"$899,000 CAD",2+1 beds,3 baths,"

Newmarket
Woodland Hill
Vivant St


(  )
- BTC

","

228 Vivant St
$899,000 CAD
3 baths
2+1 beds



Newmarket
Woodland Hill
Vivant St


(  )
- BTC


Absolutely Stunning, Modern Design Freehold Townhouse By Sundial Homes In Trendy High Demand Neighborhood. Spacious W/Lots Of Lights Living/Dining Room W/O To Balcony; Eat-In Modern Open Concept Kitchen W/Quartz Counters, 2 Bright Bdrms And Office Can Be Converted To...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
320,662 Duclos Point Rd,"$1,999,000 CAD",3+2 beds,3 baths,"

Georgina
Pefferlaw
Duclos Point Rd


(  )
- BTC

","

662 Duclos Point Rd
$1,999,000 CAD
3 baths
3+2 beds



Georgina
Pefferlaw
Duclos Point Rd


(  )
- BTC


Welcome To A Rare Piece Of Paradise! This Stunning Lake House Is Nestled In One Of The Most Prestigious Waterfront Community Of Duclos Point, Only A Short Drive From Toronto. Enjoy The Beauty And Fun Of The Lake Simcoe And Breathtaking Western Sunset. This 1442 Sq Ft...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
321,122 Viscount Dr,"$1,388,000 CAD",4 beds,3 baths,"

Markham
Berczy
Viscount Dr


(  )
- BTC

","

122 Viscount Dr
$1,388,000 CAD
3 baths
4 beds



Markham
Berczy
Viscount Dr


(  )
- BTC


Absolutely Stunning Semi-Detached Home Nested At Quiet St Of Berczy Community.2 Storey Has Wrap-Around Porch!Bright & Sun-Filled,Loaded W/Windows. One Of The Largest Semi In The Area With 4 Spacious Brs Over 2000 Sq.Ft. Granite Counters In Kit&All Baths.Hardwood Fl And...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
322,70 Douglas Rd,"$1,999,000 CAD",2 beds,2 baths,"

Richmond Hill
Oak Ridges Lake Wilcox
Douglas Rd


(  )
- BTC

","

70 Douglas Rd
$1,999,000 CAD
2 baths
2 beds



Richmond Hill
Oak Ridges Lake Wilcox
Douglas Rd


(  )
- BTC


Opportunity Not To Be Missed! Rare,Premium Lot,Prime Location In Desirable Oak Ridges. Ravine Property In Highly Sought-After Lake Wilcox Community. Just Steps From The Lake. Recent Survey Available With Permits In Place To Build 6,700 Square Foot Home With Circular...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
323,16 Haida Dr,"$899,000 CAD",3 beds,2 baths,"

Aurora
Aurora Heights
Haida Dr


(  )
- BTC

","

16 Haida Dr
$899,000 CAD
2 baths
3 beds



Aurora
Aurora Heights
Haida Dr


(  )
- BTC


Charming Semi Detached Home Located In A Highly Sought After Community In South Aurora. Bright And Spacious Main Level Layout With 10' Ceilings, A Massive Window And Complete With A Custom Kitchen And Living/Dining Room.   Added Peace Of Mind Offered By Newer Windows...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
324,55 New Yorkton Ave,"$1,388,900 CAD",3+2 beds,4 baths,"


Angus Glen
New Yorkton Ave


(  )
- BTC

","

55 New Yorkton Ave
$1,388,900 CAD
4 baths
3+2 beds




Angus Glen
New Yorkton Ave


(  )
- BTC


Luxurious 3+2 Double Garage End Unit Townhome Built By Award Winning Builder Kylemore. Located In The Prestigious Angus Glen Community.10""Ceilings On Main Floor, Spacious Deck. Sun Filled Family Room With Fireplace. Minutes To Unionville High, Pierre Trudeau...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
325,15 Houndtrail Dr,"$1,299,999 CAD",4+1 beds,4 baths,"

Toronto
Highland Creek
Houndtrail Dr


(  )
- BTC

","

15 Houndtrail Dr
$1,299,999 CAD
4 baths
4+1 beds



Toronto
Highland Creek
Houndtrail Dr


(  )
- BTC


Gorgeous Large Highland Creek Family Home* Income Potential From Basement W/Separate Entrance* All Brick With Covered Backyard Patio. Premium 35X117 Foot Lot* & In Move In Condition* Steps To University Of Toronto Campus, Centennial College, Ttc, Shopping, 401 & 30...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
326,174 Wheeler Ave,"$1,580,000 CAD",3 beds,3 baths,"


The Beaches
Wheeler Ave


(  )
- BTC

","

174 Wheeler Ave
$1,580,000 CAD
3 baths
3 beds




The Beaches
Wheeler Ave


(  )
- BTC


Gem Of A Triplex In Heavenly Beaches. Quiet Tree Lined, 24Hr Ttc, Minutes To Shops And Restaurants On Queen St, The Boardwalk, Etc. Gross Rental Income $57,900. Plus $2,350 From Coin Operated Laundry. Low-Maintenance Property With A Shed/Studio/Workshop At The Back...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
327,104 Duke St,"$699,000 CAD",2 beds,1 baths,"

Clarington
Bowmanville
Duke St


(  )
- BTC

","

104 Duke St
$699,000 CAD
1 baths
2 beds



Clarington
Bowmanville
Duke St


(  )
- BTC


Attn Builders Developers, Renovators, Investors. Possible To Build A Detached Or Semi Houses As Per Municipal Of Clarington. 2 Bdrm Detached Bungalow On A Huge 66X165Ft Lot In A Desirable Bowmanville Neighbourhood Right Across The Park. Laundry Rm On Main, Private...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
328,7 Clinton Crt,"$899,900 CAD",4 beds,3 baths,"



Clinton Crt


(  )
- BTC

","

7 Clinton Crt
$899,900 CAD
3 baths
4 beds





Clinton Crt


(  )
- BTC


Stunning 4 Bedroom Home Located On A Quiet Family Friendly Court.  Eat-In Kitchen With W/O To Composite Deck Overlooking Your Inground Pool.  Bright And Updated W/California Shutters, Hardwood Floors Throughout The Home. Nice Bright Family Room With Gas Fireplace. New...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
329,256 Pimlico Dr,"$1,299,900 CAD",4+3 beds,5 baths,"

Oshawa
Windfields
Pimlico Dr


(  )
- BTC

","

256 Pimlico Dr
$1,299,900 CAD
5 baths
4+3 beds



Oshawa
Windfields
Pimlico Dr


(  )
- BTC


Welcome To This Unique 4+3Br, Fantastic House On A Pie Shaped Premium Lot ( Site Area Over 8000 Sq Ft) Falconcrest Built "" Rose Model"" In High Demand North Oshawa, Double Door Entry, Main Flr Open Concept With ( Foot Ceiling, All Levels & Exterior Side Pot Lights, 2...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
330,282 Queensdale Ave,"$1,199,000 CAD",3+1 beds,3 baths,"


Danforth Village-East York
Queensdale Ave


(  )
- BTC

","

282 Queensdale Ave
$1,199,000 CAD
3 baths
3+1 beds




Danforth Village-East York
Queensdale Ave


(  )
- BTC


Fully Renovated, Charming 2 Story 3 Bedrooms 3 Washrooms Semi On A Quiet,  Family Friendly Street.Open Concept Living/Dining Area Leading To The Custom Kitchen & Extra Sunroom And Private Backyard. Main Floor Powder Room.Engineered Hardwood Floor Throughout. Spacious...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
331,3 Weldon St,"$1,199,999 CAD",4 beds,4 baths,"

Whitby
Rolling Acres
Weldon St


(  )
- BTC

","

3 Weldon St
$1,199,999 CAD
4 baths
4 beds



Whitby
Rolling Acres
Weldon St


(  )
- BTC


Welcome To 3 Weldon St, A Beautiful 4Bed Detached Home In Prime North Community Of Rolling Acres Whitby. Home Features 4 Bright B/Rooms, 4 W/Rooms, A Finished Basement ,Open Concept Family Size Kitchen With Quartz Countertops And Breakfast Area With Access To A Fenced...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
332,180 Drayton Ave,"$1,318,000 CAD",3 beds,2 baths,"


Woodbine Corridor
Drayton Ave


(  )
- BTC

","

180 Drayton Ave
$1,318,000 CAD
2 baths
3 beds




Woodbine Corridor
Drayton Ave


(  )
- BTC


Danforth Village Living At It's Best - Welcome To 180 Drayton! Cozy Yet Functional, This Newly Renovated Home Features The Space You Need In A Location That Can't Be Beat. Bright & Roomy Kitchen & Dining Area Features S/S Appliances & Walkout To Deck Overlooking The...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
333,318 Rouge Highlands Dr,"$1,150,000 CAD",3+1 beds,2 baths,"


Rouge E10
Rouge Highlands Dr


(  )
- BTC

","

318 Rouge Highlands Dr
$1,150,000 CAD
2 baths
3+1 beds




Rouge E10
Rouge Highlands Dr


(  )
- BTC


West Rouge Lakeside Community: Prime Modern West Rouge Oasis With Lofty Cathedral Ceiling & Great Room Living, Elegant Gas Fireplace And Open Concept Kitchen With Breakfast Bar & Stainless Appliances..Plus W/O To Elevated Sundeck!Bright Finished Bsmt Has Family...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
334,1315 Gull Crossing,"$1,050,000 CAD",4 beds,4 baths,"

Pickering
Bay Ridges
Gull Crossing


(  )
- BTC

","

1315 Gull Crossing
$1,050,000 CAD
4 baths
4 beds



Pickering
Bay Ridges
Gull Crossing


(  )
- BTC


Exquisite Home On A Corner Lot In The Prestigious Bay Ridges Community. Live In This Luxurious Edgeport Model Townhouse Boosting Approx 2200 Sq.Ft Of Living Space. Contemporary And Open Concept At Its Finest. Soak In The Natural Light From The Oversized Windows Sitting...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
335,12 Thackery Dr,"$998,999 CAD",4 beds,3 baths,"

Ajax
Northeast Ajax
Thackery Dr


(  )
- BTC

","

12 Thackery Dr
$998,999 CAD
3 baths
4 beds



Ajax
Northeast Ajax
Thackery Dr


(  )
- BTC


This Stunning 4 Bedroom In Sought After North Ajax Won't Last Long. Just Steps Away To Schools And Transit. Close To Community And Fitness Centre, 401 And 407. Freshly Painted, Kitchen With Breakfast Bar, Quartz Counters, Stainless Steel Appliances! Walkout To Extra...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
336,1011 Southport Dr,"$799,000 CAD",3+1 beds,4 baths,"


Donevan
Southport Dr


(  )
- BTC

","

1011 Southport Dr
$799,000 CAD
4 baths
3+1 beds




Donevan
Southport Dr


(  )
- BTC


This Gorgeous 3+1 Bdrm 4 Bath Detached Home With Finished Basement. Located In A Great Family Neighbourhood. Eat In Kitchen With W/O To Backyard With No Neighbors Behind. Large Bedrooms With Lots Of Closet Space!  Primary Bdrm Has Corner Soaker Tub & Separate Shower...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
337,61 Rubic Cres,"$1,188,800 CAD",4+2 beds,5 baths,"


Agincourt South-Malvern West
Rubic Cres


(  )
- BTC

","

61 Rubic Cres
$1,188,800 CAD
5 baths
4+2 beds




Agincourt South-Malvern West
Rubic Cres


(  )
- BTC


High Demand Location 4 Bed Detached House. Newly Renovated: Tons Of $$$ Spent ! Hardwood Floor Thru-Out. Brand New Modern Kitchens With Quartz Countertops,Tile Backsplash,New Appliance. Spacious And Bright Primbdrm With 3-Piece Ensuite. Pot Lights Thru-Out. Potential...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
338,3786 Lawrence Ave,"$1,148,000 CAD",3+3 beds,2 baths,"


Woburn
Lawrence Ave


(  )
- BTC

","

3786 Lawrence Ave
$1,148,000 CAD
2 baths
3+3 beds




Woburn
Lawrence Ave


(  )
- BTC


*Recently Renovated * Investors* 1st-Time Buyer*Detached Solid Brick Bungalow With Finished Basement Sep Entrance, 3+3 Beds,2 Wash Rms*2 Sep Laundries* Windows 2021(Warranty) Newer Hardwood Floor @ Main Floor, Updated Kitchen,Smart Thromstate. Furnace(2021) Fire Rated...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
339,151 Underwood Dr,"$1,149,000 CAD",4 beds,3 baths,"


Brooklin
Underwood Dr


(  )
- BTC

","

151 Underwood Dr
$1,149,000 CAD
3 baths
4 beds




Brooklin
Underwood Dr


(  )
- BTC


Welcome To This Lovely Home! Deep Lot! No Sidewalk! Large 4 Bedrooms.Open Concept On Main Floor With 9 Ft Ceiling! Pot Lights. Fresh Paint(M)! Premium Quality Laminate Floors T/O! Spacious Kitchen With Quartz Countertop And Ample Storage. Oversized Double Garage/Direct...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
340,44 Canongate Tr,"$1,725,000 CAD",4+3 beds,5 baths,"

Toronto
Steeles
Canongate Tr


(  )
- BTC

","

44 Canongate Tr
$1,725,000 CAD
5 baths
4+3 beds



Toronto
Steeles
Canongate Tr


(  )
- BTC


One Of The Largest Homes In Neighborhood. 2890 Sf As Per Mpac, Walk Out To Covered Porch, Finished Basement With Seperate Entrance, Sun Filled And Spacious Home. Prestigious Kennedy Ps And Dr. Norman Bethune Ci School District. Close Hwys (404, 407 & 401), Shopping...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
341,809 Wolfberry Crt,"$749,000 CAD",3 beds,2 baths,"

Oshawa
Pinecrest
Wolfberry Crt


(  )
- BTC

","

809 Wolfberry Crt
$749,000 CAD
2 baths
3 beds



Oshawa
Pinecrest
Wolfberry Crt


(  )
- BTC


Sought After Location With Pride Of Ownership Throughout! This Home Is Meticulously Maintained. Located On A Quiet Court In North Oshawa. Backyard Oasis On An Oversized Pie Shaped Lot. Beautiful Perennial Gardens With A Pond. 3 Bedrooms, 2 Bathrooms, Garage, Eat In...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
342,37 Keenlyside Lane,"$799,990 CAD",3+1 beds,4 baths,"

Ajax
Northwest Ajax
Keenlyside Lane


(  )
- BTC

","

37 Keenlyside Lane
$799,990 CAD
4 baths
3+1 beds



Ajax
Northwest Ajax
Keenlyside Lane


(  )
- BTC


Beautiful Bright 2 Storey 5 Yr Old Open Concept Townhouse In A Exclusive Neighbourhood. Many Upgrades Incl. Hardwood Floors,Oak Staircase,Interlocked Front Yard, 9' Ceilings, Potlights Throughout, Finished Bsmt, Kitchen Island, Oversized Deck & Much More! Excellent...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
