,Address,Price,Beds,Baths
1398,484 Montrose Ave,"$1,099,000 CAD",4+1 beds,2 baths
1399,386 Connaught Ave,"$2,988,000 CAD",4+1 beds,7 baths
1400,67 Pembroke St,"$2,995,000 CAD",6+1 beds,4 baths
1401,73 Lorraine Dr,"$1,399,000 CAD",4+1 beds,2 baths
1402,14 Amos Dr 20,"$789,000 CAD",3 beds,3 baths
1403,242 Rideau St 601,"$689,900 CAD",2 beds,2 baths
1404,139 Oldfield St Unit C,"$399,800 CAD",2 beds,1 baths
1405,1 Hurontario St 505,"$749,900 CAD",2 beds,2 baths
1406,6786 Mclaughlin Rd 111,"$999,900 CAD",3 beds,2 baths
1407,15 Sousa Mendes St 803,"$999,000 CAD",2+1 beds,3 baths
1408,510 Curran Pl 2705,"$659,900 CAD",1+1 beds,1 baths
1409,17 Zorra St 2207,"$599,000 CAD",1+1 beds,2 baths
1410,60 Parrotta Dr 269,"$699,900 CAD",2 beds,2 baths
1411,3985 Grand Park Dr 301,"$599,900 CAD",1 beds,1 baths
1412,350 Rathburn Rd 904,"$640,000 CAD",2 beds,2 baths
1413,270 Scarlett Rd 1206,"$499,000 CAD",1 beds,1 baths
1414,347 Sorauren Ave 117,"$897,700 CAD",1 beds,1 baths
1415,5233 Dundas St 1226,"$779,888 CAD",2 beds,2 baths
1416,2881 Windwood Dr 48,"$699,900 CAD",3 beds,2 baths
1417,2411 New St,"$379,000 CAD",1 beds,1 baths
1418,2 Paradise Blvd Unit 18,"$489,900 CAD",2 beds,2 baths
1419,306 Essa Rd 314,"$680,000 CAD",3 beds,2 baths
1420,8960 Jane St 225,"$1,045,000 CAD",2 beds,3 baths
1421,12 Woodstream Blvd 514,"$639,999 CAD",1+1 beds,1 baths
1422,4600 Steeles Ave 718,"$658,000 CAD",2 beds,2 baths
1423,32 Clegg Rd 303,"$568,000 CAD",1 beds,1 baths
1424,2916 Highway 7 Rd 3004,"$649,000 CAD",1+1 beds,2 baths
1425,21 Livonia Pl 80,"$599,000 CAD",3 beds,3 baths
1426,1190 Dundas St 424,"$779,000 CAD",2+1 beds,2 baths
1427,66 Falby Crt #1503,"$499,900 CAD",2 beds,2 baths
1428,5 Massey Sq 2318,"$438,000 CAD",2 beds,1 baths
1429,20 Palisades Crt,"$649,900 CAD",3 beds,2 baths
1430,88 Corporate Dr 2513,"$615,000 CAD",2+1 beds,2 baths
1431,100 Burrows Hall Blvd 104,"$679,000 CAD",3 beds,2 baths
1432,57 St Joseph St 2011,"$879,000 CAD",1+1 beds,2 baths
1433,38 Iannuzzi St 905,"$850,000 CAD",2 beds,1 baths
1434,218 Queens Quay Ave 2109,"$599,900 CAD",1 beds,1 baths
1435,2 Clairtrell Rd 1105,"$999,888 CAD",3+1 beds,2 baths
1436,68 Yorkville Ave 505,"$2,685,000 CAD",2+1 beds,3 baths
1437,60 Shuter St 608,"$858,000 CAD",1+1 beds,2 baths
1438,200 Cumberland St 3501,"$6,600,000 CAD",2+1 beds,3 baths
1439,45 Dovercourt Rd 105,"$1,149,000 CAD",2 beds,1 baths
1440,100 Harbour St Parking,"$95,000 CAD",0 beds,0 baths
1441,20 Bruyeres Mews 313,"$499,900 CAD",1 beds,1 baths
1442,1486 Bathurst St 401,"$800,000 CAD",2 beds,2 baths
1443,15 Greenview Ave 809,"$599,900 CAD",1+1 beds,1 baths
1444,8 Eglinton Ave 511,"$1,199,000 CAD",2+1 beds,2 baths
1445,20 Fashion Roseway 306W,"$558,000 CAD",2 beds,1 baths
1446,11 Ruttan St 225,"$899,000 CAD",2+1 beds,2 baths
1447,460 Adelaide St 1219,"$469,000 CAD",0 beds,1 baths
1448,18 Parkview Ave 1611,"$599,000 CAD",2 beds,1 baths
1449,20 Avoca Ave 501,"$950,000 CAD",2 beds,2 baths
1450,1350 York Mills Rd 1102,"$424,900 CAD",2 beds,1 baths
1451,150 East Liberty St 315,"$525,000 CAD",1 beds,1 baths
1452,3 Spadina Ave,"$1,189,000 CAD",2 beds,2 baths
1453,1 Baxter St Th22,"$1,498,000 CAD",2+1 beds,2 baths
1454,224 King St 4102,"$1,670,000 CAD",3 beds,2 baths
1455,122 Elmbank Tr,"$1,349,000 CAD",3 beds,3 baths
1456,4537 Fontana Ave,"$799,000 CAD",3+2 beds,2 baths
1457,17 Jessop Dr,"$1,099,000 CAD",3+1 beds,4 baths
1458,1183 Kipling Ave,"$999,999 CAD",3+1 beds,2 baths
1459,109 Grand Ave,"$1,399,000 CAD",3+3 beds,3 baths
1460,4719 Apple Blossom Circ,"$1,649,990 CAD",4+1 beds,4 baths
1461,38 Addington Cres,"$1,090,000 CAD",3+1 beds,2 baths
1462,92 Mary St,"$925,000 CAD",3+1 beds,4 baths
1463,84 Holly Dr,"$1,699,000 CAD",4+1 beds,5 baths
1464,268 Mcbride Cres,"$1,079,000 CAD",4 beds,3 baths
1465,56 Sir Stevens Dr,"$2,499,000 CAD",5+2 beds,6 baths
1466,35 Robb Thompson Rd,"$1,288,000 CAD",4 beds,4 baths
1467,36 Orca Dr,"$998,000 CAD",3 beds,3 baths
1468,323 West Lawn Cres,"$1,358,000 CAD",4 beds,4 baths
1469,19 Harringay Cres,"$1,388,000 CAD",4 beds,3 baths
1470,117 Cathedral Dr,"$899,888 CAD",4 beds,3 baths
1471,2 Mastwood Cres,"$1,198,999 CAD",3+1 beds,4 baths
1472,18 Arran Cres,"$1,988,000 CAD",4+2 beds,4 baths
1473,228 Queens Quay 2206,"$780,000 CAD",1 beds,1 baths
1474,2015 Sheppard Ave 2906,"$499,900 CAD",1 beds,1 baths
1475,29 Pemberton Ave 909,"$599,000 CAD",2 beds,2 baths
1476,75 East 34th St,"$609,900 CAD",3 beds,1 baths
1477,121 Sunken Island Lane,"$1,098,000 CAD",2 beds,1 baths
1478,1034 Cowbell Lane,"$1,699,900 CAD",3 beds,4 baths
1479,32 Crossley Dr,"$655,000 CAD",3+1 beds,2 baths
1480,37 Manor Cres,"$619,800 CAD",3 beds,2 baths
1481,112 Riverdale Dr,"$649,999 CAD",3 beds,1 baths
1482,1092 Highway 8 Exwy,"$3,990,000 CAD",3 beds,3 baths
1483,31 Mcpherson Rd,"$1,069,000 CAD",3 beds,3 baths
1484,1526 Chretien St,"$1,349,999 CAD",4 beds,4 baths
1485,2224 Dufferin St,"$449,000 CAD",3 beds,1 baths
1486,25 Thorncrest Dr,"$1,399,000 CAD",3 beds,3 baths
1487,180 Lloyds Lane,"$1,018,000 CAD",0 beds,0 baths
1488,35 Widdifield Ave,"$999,000 CAD",3+1 beds,4 baths
1489,77 O'connor Cres,"$1,399,900 CAD",4+1 beds,4 baths
1490,802 Cedarvale Dr,"$999,000 CAD",4 beds,2 baths
1491,2020 Donald Cousens Pkwy,"$1,050,000 CAD",3 beds,3 baths
1492,30 Guinevere Rd,"$1,079,000 CAD",3 beds,3 baths
1493,793 Roberts Rd,"$699,900 CAD",3 beds,2 baths
1494,52 Kintyre St,"$799,900 CAD",2+1 beds,2 baths
1495,1145 Woodbine Ave,"$899,000 CAD",2 beds,2 baths
1496,2 Gill Cres,"$899,000 CAD",4+1 beds,4 baths
1497,4065 Confederation Pkwy 2901,"$599,000 CAD",1+1 beds,1 baths
1498,15 Water Walk Dr 619,"$798,800 CAD",1+1 beds,1 baths
1499,8 Hillsdale Ave 1719,"$899,000 CAD",2 beds,2 baths
1500,560 King St 429,"$799,999 CAD",1 beds,1 baths
1501,12 York St 906,"$625,000 CAD",1+1 beds,1 baths
1502,1086 Bay St Th 16,"$3,850,000 CAD",3+1 beds,4 baths
1503,6 Sonic Way N1909,"$729,900 CAD",2 beds,2 baths
1504,558632 Mulmur/Melancthon Tl Line,"$1,299,999 CAD",0 beds,0 baths
1505,1027 Spencer's Tr,"$700,000 CAD",3 beds,1 baths
1506,60 East St,"$529,900 CAD",2 beds,1 baths
1507,6838 Concession 4 Rd,"$2,200,000 CAD",4 beds,3 baths
1508,84 Burlington St,"$549,900 CAD",3 beds,1 baths
1509,18 Wade Ave,"$399,900 CAD",2 beds,1 baths
1510,571 Hickory Beach Rd,"$1,470,000 CAD",3 beds,3 baths
1511,305 Water St,"$419,000 CAD",4+1 beds,3 baths
1512,12 Maitland Ave,"$849,900 CAD",3+1 beds,2 baths
1513,1139 Baker St,"$859,000 CAD",2+2 beds,3 baths
1514,120 Northlake Dr,"$549,888 CAD",3 beds,2 baths
1515,57 Pine St,"$399,000 CAD",2 beds,1 baths
1516,130 Barnesdale Ave,"$429,900 CAD",2 beds,1 baths
1517,134 State St,"$474,900 CAD",3 beds,1 baths
1518,15 Donland Ave,"$1,249,900 CAD",4+1 beds,4 baths
1519,619 Millgrove Side Rd,"$1,299,000 CAD",1+3 beds,3 baths
1520,555616 Mono Amaranth Town Line,"$1,090,000 CAD",0 beds,0 baths
1521,711 Burgess Ave,"$549,900 CAD",2 beds,1 baths
1522,184 Dundas St,"$2,499,900 CAD",3+2 beds,9 baths
1523,2226 Dufferin St,"$449,000 CAD",4 beds,0 baths
1524,23 Elk St,"$1,199,999 CAD",3+2 beds,4 baths
1525,85 Third St,"$849,000 CAD",3 beds,2 baths
1526,2073 Country Club Dr,"$1,999,900 CAD",4+2 beds,4 baths
1527,2 Deepcoral Crt,"$1,099,000 CAD",3+1 beds,4 baths
1528,88 Birmingham St,"$599,007 CAD",2 beds,2 baths
1529,51 Larkspur Rd,"$1,049,000 CAD",3+1 beds,3 baths
1530,32 Sheldrake Crt,"$999,999 CAD",3+2 beds,4 baths
1531,120 Railroad St 19,"$799,000 CAD",3 beds,2 baths
1532,94 Naperton Dr,"$1,099,000 CAD",3 beds,3 baths
1533,1198 Willowbrook Dr,"$1,488,000 CAD",3 beds,2 baths
1534,3 Robinglade Dr,"$1,299,888 CAD",3+4 beds,3 baths
1535,37 Cabernet Circ,"$1,150,000 CAD",4+1 beds,3 baths
1536,12601 Nassagaweya-Pusl Twn Line,"$2,349,900 CAD",6 beds,4 baths
1537,5432 Sweetgrass Gate,"$999,900 CAD",3 beds,2 baths
1538,22 Griselda Crt,"$799,900 CAD",3+1 beds,4 baths
1539,644 Scott Blvd,"$999,000 CAD",3 beds,3 baths
1540,7060 Airport Rd,"$799,000 CAD",0 beds,3 baths
1541,499 Rebecca St,"$1,498,800 CAD",2+1 beds,2 baths
1542,92 Celestine Dr,"$1,199,900 CAD",3+1 beds,2 baths
1543,227 Higginbotham Cres,"$1,399,000 CAD",3 beds,4 baths
1544,397 Marf Ave,"$999,000 CAD",0 beds,0 baths
1545,127 Nelson St,"$1,495,000 CAD",3 beds,4 baths
1546,162 Summerset Dr,"$1,188,000 CAD",5 beds,3 baths
1547,141 Burns Circ,"$799,999 CAD",3+1 beds,2 baths
1548,320 Moonstone Rd,"$1,750,000 CAD",2 beds,2 baths
1549,194 Laverock Ave,"$1,539,000 CAD",4+2 beds,4 baths
1550,46 Harvest Moon Dr,"$1,500,000 CAD",4+1 beds,4 baths
1551,10 Petersen Pl,"$999,990 CAD",3 beds,4 baths
1552,126 Meadow Vista Cres,"$1,388,000 CAD",4 beds,4 baths
1553,65 Murray Dr,"$1,399,999 CAD",3+2 beds,4 baths
1554,24 Spruce St,"$2,299,900 CAD",9+1 beds,7 baths
1555,158 Ner Israel Dr,"$1,998,800 CAD",4 beds,5 baths
1556,11 Forfardale Rd,"$1,980,000 CAD",4+2 beds,5 baths
1557,53 Froud Dr,"$1,699,999 CAD",4+1 beds,6 baths
1558,9 Bluebell Dr,"$1,300,000 CAD",4 beds,4 baths
1559,283 Beach Rd,"$2,499,000 CAD",3 beds,3 baths
1560,116 Bannister St,"$899,900 CAD",4 beds,4 baths
1561,61 Halsey Ave,"$899,000 CAD",3+1 beds,4 baths
1562,380 Phillip Murray Ave,"$749,000 CAD",5+2 beds,3 baths
1563,59 Cleta Dr,"$1,699,900 CAD",4+2 beds,5 baths
1564,14 Potts Lane,"$199,999 CAD",0 beds,0 baths
1565,21 Catherine Dr,"$1,365,000 CAD",4 beds,4 baths
1566,50 Bethune Blvd,"$1,399,000 CAD",3+1 beds,3 baths
1567,2 Fieldcrest Ave,"$849,000 CAD",4 beds,3 baths
1568,476 Toynevale Rd,"$1,999,999 CAD",0 beds,0 baths
1569,11 Morning Dew Rd,"$1,099,999 CAD",3+2 beds,2 baths
1570,34 Colborne St,"$580,000 CAD",3+1 beds,2 baths
1571,6355 Kingston Rd,"$1,688,000 CAD",3+1 beds,3 baths
1572,76 Meadowview Blvd,"$579,000 CAD",2 beds,2 baths
1573,10 Davidson Ave,"$799,000 CAD",2+1 beds,1 baths
1574,77 Fairholme Ave,"$3,049,000 CAD",5+2 beds,7 baths
1575,61 Balmoral Ave,"$4,495,000 CAD",4 beds,5 baths
1576,104 Argyle St,"$6,600,000 CAD",4+1 beds,7 baths
1577,111 Roxborough Dr,"$3,295,000 CAD",5+2 beds,4 baths
1578,37 Millgate Cres,"$1,999,000 CAD",3+3 beds,2 baths
1579,74 De Vere Gdns,"$6,700,000 CAD",4+1 beds,7 baths
1580,111 Estelle Ave,"$2,788,800 CAD",4 beds,5 baths
1581,1 Herradura St 1B,"$265,000 CAD",2 beds,1 baths
1582,135 Baseline Rd 101,"$329,000 CAD",2 beds,1 baths
1583,160 King St 1004,"$637,000 CAD",3 beds,2 baths
1584,166 Southdale Rd 48,"$499,000 CAD",3+1 beds,2 baths
1585,330 Phillip St T2-1208,"$499,900 CAD",2 beds,1 baths
1586,652 Princess St 1023,"$459,900 CAD",1 beds,1 baths
1587,5 San Romano Way 801,"$549,000 CAD",3 beds,2 baths
1588,180 Howden Blvd 67,"$789,900 CAD",2 beds,3 baths
1589,2737 Keele St 917,"$429,000 CAD",2+1 beds,2 baths
1590,1055 Southdown Rd 1501,"$649,000 CAD",1 beds,2 baths
1591,251 Manitoba St 2205,"$665,000 CAD",1 beds,1 baths
1592,3 Hickory Tree Rd 710,"$459,000 CAD",1+1 beds,1 baths
1593,3074 Sixth Line 232,"$1,100,000 CAD",3 beds,3 baths
1594,15 Zorra St 604,"$720,000 CAD",2+1 beds,2 baths
1595,390 Dixon Rd 1808,"$389,900 CAD",2 beds,1 baths
1596,3605 Kariya Dr #311,"$599,000 CAD",2+1 beds,2 baths
1597,17 St Vincent St 4,"$599,900 CAD",3 beds,2 baths
1598,58 Lakeside Terr 609,"$619,999 CAD",2 beds,2 baths
1599,55 Oneida Cres Lph06,"$629,888 CAD",1+1 beds,1 baths
1600,5 Buttermill Ave 5909,"$799,000 CAD",2+1 beds,2 baths
1601,2920 Highway 7 Ave 2107,"$619,000 CAD",1 beds,1 baths
1602,333 Clark Ave 519,"$854,000 CAD",2+1 beds,2 baths
1603,11611 Yonge St 221,"$568,000 CAD",1+1 beds,1 baths
1604,2050 Bridletowne Circ 709,"$625,000 CAD",3 beds,2 baths
1605,8 Lee Centre Dr 1115,"$399,900 CAD",1 beds,1 baths
1606,301 Prudential Dr 407,"$579,000 CAD",3 beds,1 baths
1607,2500 Hill Rise Crt 100,"$699,000 CAD",3 beds,3 baths
1608,280 Donlands Ave 502,"$599,900 CAD",2 beds,2 baths
1609,200 Mclevin Ave 43,"$399,900 CAD",2 beds,1 baths
1610,9 Shank St 902,"$799,000 CAD",3 beds,1 baths
1611,10 York St 6305,"$1,998,000 CAD",2+1 beds,3 baths
1612,18 Rean Dr 322,"$599,000 CAD",1 beds,1 baths
1613,1 Belsize Dr 420,"$655,000 CAD",1+1 beds,1 baths
1614,25 Telegram Mews #2603,"$629,900 CAD",1+1 beds,1 baths
1615,500 Doris Ave 530,"$688,000 CAD",1+1 beds,2 baths
1616,55 Regent Park Blvd 1607,"$649,900 CAD",2 beds,2 baths
1617,60 Tannery Rd 1117,"$939,000 CAD",2 beds,2 baths
1618,19 Western Battery Rd 1608,"$784,999 CAD",2+1 beds,2 baths
1619,8 York St 3203,"$750,000 CAD",1+1 beds,2 baths
1620,2 Covington Rd 1009,"$699,998 CAD",2 beds,2 baths
1621,61 St Clair Ave 305,"$747,000 CAD",1 beds,1 baths
1622,1 Bloor St 4408,"$1,299,000 CAD",2 beds,2 baths
1623,73 Mccaul St 529,"$579,000 CAD",1 beds,1 baths
1624,75 Royal Field Cres,"$649,900 CAD",3 beds,4 baths
1625,214 Aberdeen Ave,"$535,000 CAD",0 beds,0 baths
1626,70 Park Ave,"$499,900 CAD",3 beds,1 baths
1627,9 Dewsbury Way,"$999,900 CAD",3 beds,3 baths
1628,2411 Shurie Rd,"$1,249,900 CAD",3+2 beds,3 baths
1629,102 Trowbridge St,"$829,000 CAD",3+1 beds,2 baths
1630,145 Ironwood Dr,"$1,489,000 CAD",5 beds,3 baths
1631,43037 Highway 3 Rd,"$899,900 CAD",4 beds,2 baths
1632,425 Rayner Rd,"$699,900 CAD",2+1 beds,2 baths
1633,189 Stewart St,"$528,000 CAD",3+2 beds,2 baths
1634,1850 Bonnymede Dr,"$1,000,000 CAD",3+1 beds,2 baths
1635,91 Evans Ave,"$1,699,000 CAD",3 beds,4 baths
1636,1215 Mcbride Ave,"$1,399,900 CAD",3+1 beds,4 baths
1637,462 Trudeau Dr,"$1,199,900 CAD",4+1 beds,4 baths
1638,37 Avon Ave,"$849,000 CAD",2+2 beds,2 baths
1639,3252 Dundas St,"$1,249,900 CAD",4 beds,3 baths
1640,13998 Sixth Line,"$2,400,000 CAD",4 beds,3 baths
1641,364 Wheat Boom Dr,"$1,049,000 CAD",3 beds,3 baths
1642,166 Silverthorn Ave,"$1,450,000 CAD",3+1 beds,2 baths
1643,4 Lansing Sq,"$899,900 CAD",4+1 beds,2 baths
1644,132 Colbeck St,"$2,099,000 CAD",4+1 beds,3 baths
1645,11 Sunnyview Rd,"$1,199,000 CAD",4+3 beds,4 baths
1646,36 Loftsmoor Dr,"$999,900 CAD",3+1 beds,4 baths
1647,98 Zina St,"$849,900 CAD",3+1 beds,2 baths
1648,1152 Riddell Cres,"$799,000 CAD",3 beds,3 baths
1649,21 Hilldale Rd,"$1,299,000 CAD",3 beds,3 baths
1650,24 Morland Rd,"$1,249,900 CAD",3 beds,1 baths
1651,2044 Seabrook Dr,"$1,399,000 CAD",3 beds,1 baths
1652,4031 Sixth Line,"$1,299,000 CAD",3 beds,3 baths
1653,1476 Duncan Rd,"$2,800,000 CAD",3+1 beds,3 baths
1654,14280 Highway 12,"$1,099,000 CAD",2+2 beds,2 baths
1655,7 Trevino Circ,"$750,000 CAD",3 beds,2 baths
1656,37 The Board Walk,"$329,900 CAD",2 beds,1 baths
1657,1089 Langford Blvd,"$1,499,000 CAD",4 beds,4 baths
1658,184 Ways Bay Dr,"$938,000 CAD",2 beds,1 baths
1659,10 Warren Bradley St,"$1,788,000 CAD",4 beds,3 baths
1660,15 Provence Crt,"$7,995,000 CAD",4 beds,6 baths
1661,28 Diamond St,"$1,349,900 CAD",4+2 beds,4 baths
1662,293 Annsheila Dr,"$499,000 CAD",4 beds,1 baths
1663,79 Evans Rd,"$1,349,000 CAD",4 beds,4 baths
1664,1971 Romina Crt,"$1,099,900 CAD",4+1 beds,4 baths
1665,458 William Dunn Cres,"$999,999 CAD",3 beds,3 baths
1666,137 Spruce St,"$988,888 CAD",3+1 beds,4 baths
1667,14 Seinecliffe Rd,"$5,900,000 CAD",4+1 beds,7 baths
1668,14 Pine Hill Cres,"$1,990,000 CAD",5 beds,5 baths
1669,74 Wolfrey Ave,"$1,199,000 CAD",2+2 beds,2 baths
1670,54 Bettina Pl,"$999,000 CAD",3 beds,3 baths
1671,792 Eastbourne Ave,"$799,990 CAD",3+1 beds,2 baths
1672,40 Hiltz Ave,"$799,900 CAD",2 beds,2 baths
1673,41 Neilson Ave,"$1,399,000 CAD",2 beds,1 baths
1674,21 Fintona Ave,"$899,000 CAD",3+1 beds,2 baths
1675,100 Erickson Dr,"$1,099,000 CAD",5+1 beds,4 baths
1676,2 Simcoe Crt,"$349,000 CAD",2 beds,1 baths
1677,130 Duvernet Ave,"$1,799,900 CAD",3+2 beds,2 baths
1678,446 Toynevale Rd,"$1,999,000 CAD",5 beds,5 baths
1679,42 Davies Cres,"$2,849,000 CAD",5+1 beds,5 baths
1680,14 Mayfield Cres,"$899,000 CAD",3+1 beds,3 baths
1681,3180 Bayview Ave 23,"$1,688,888 CAD",4+1 beds,5 baths
1682,53 Heddington Ave,"$1,849,000 CAD",3 beds,2 baths
1683,295 Elm Rd,"$2,995,000 CAD",4+1 beds,5 baths
1684,293 Glenforest Rd,"$999,900 CAD",7 beds,3 baths
1685,177 Dunblaine Ave,"$2,149,900 CAD",3+1 beds,4 baths
1686,26 Greyhound Dr,"$1,180,000 CAD",4+1 beds,3 baths
1687,36 Glenorchy Rd,"$6,800,000 CAD",4+2 beds,6 baths
1688,80 9th St 101,"$419,000 CAD",1 beds,1 baths
1689,25 Concession St 212,"$589,000 CAD",2 beds,2 baths
1690,166 Huron St 35,"$699,999 CAD",2+1 beds,4 baths
1691,388 Old Huron Rd 11D,"$449,000 CAD",1 beds,1 baths
1692,81 Charlton Ave 104,"$349,900 CAD",1 beds,1 baths
1693,15 Albright Rd 1004,"$300,000 CAD",2 beds,1 baths
1694,2395 Bromsgrove Rd 19,"$699,000 CAD",3+1 beds,2 baths
1695,50 Via Rosedale 110,"$529,900 CAD",1 beds,1 baths
1696,541 Blackthorn Ave 307,"$479,000 CAD",1 beds,1 baths
1697,61 Heintzman St 904,"$539,900 CAD",1 beds,1 baths
1698,2560 Eglinton Ave 1307,"$600,000 CAD",1 beds,1 baths
1699,2177 Burnhamthorpe Rd 1701,"$529,800 CAD",1+1 beds,1 baths
1700,4016 Kilmer Dr 112,"$499,900 CAD",1 beds,1 baths
1701,25 Earlington Ave 119,"$619,900 CAD",1+1 beds,1 baths
1702,7 Applewood Lane 221,"$649,900 CAD",2 beds,1 baths
1703,50 Mississauga Valley Blvd 113,"$599,900 CAD",3 beds,2 baths
1704,1 Grandview Ave 2806,"$1,375,000 CAD",3+1 beds,3 baths
1705,7811 Yonge St 207,"$524,900 CAD",1 beds,1 baths
1706,189 Springhead Gdns 9,"$599,999 CAD",3 beds,3 baths
1707,9 Stollery Pond Cres 308,"$799,000 CAD",2 beds,2 baths
1708,11611 Yonge St 715,"$499,000 CAD",1+1 beds,1 baths
1709,898 Portage Pkwy 5301,"$829,900 CAD",2+1 beds,2 baths
1710,171 Roy Grove Way,"$899,999 CAD",3 beds,3 baths
1711,121 Centennial Rd 96,"$698,900 CAD",3 beds,2 baths
1712,8 Silverbell Grve 206,"$549,900 CAD",2+1 beds,2 baths
1713,1765 Queen St 411,"$699,900 CAD",1 beds,1 baths
1714,1010 Glen St 102,"$399,900 CAD",3 beds,1 baths
1715,124 Aspen Springs Dr 309,"$499,000 CAD",2 beds,1 baths
1716,3 Greystone Walk Dr 920,"$499,000 CAD",2+1 beds,2 baths
1717,135 Village Green Sq A-108,"$29,990 CAD",0 beds,0 baths
1718,8 Eglinton Ave 3605,"$849,000 CAD",2 beds,2 baths
1719,290 Adelaide St 2007,"$679,900 CAD",1+1 beds,1 baths
1720,52 Forest Manor Rd 420,"$599,900 CAD",1+1 beds,2 baths
1721,1080 Bay St 503,"$998,880 CAD",1+1 beds,1 baths
1722,388 Yonge St Ph7907,"$3,698,000 CAD",3 beds,3 baths
1723,1001 Bay St 3109,"$700,000 CAD",1 beds,1 baths
1724,219 Fort York Blvd 321,"$599,000 CAD",1 beds,1 baths
1725,1 Balmoral Ave 509,"$1,750,000 CAD",3 beds,2 baths
1726,152 St Patrick St 1111,"$629,000 CAD",1+1 beds,1 baths
1727,106 Dovercourt Rd 321,"$799,000 CAD",2+1 beds,2 baths
1728,30 Western Battery Rd 340,"$769,000 CAD",1+1 beds,1 baths
1729,801 King St 828,"$799,000 CAD",2+1 beds,2 baths
1730,8 Charlotte St 1404,"$799,000 CAD",1+1 beds,2 baths
1731,6 Jackes Ave 503,"$1,299,000 CAD",2 beds,2 baths
1732,75 York Mills Rd 506,"$899,000 CAD",2+1 beds,2 baths
1733,1030 King St 333,"$699,000 CAD",1+1 beds,2 baths
1734,70 Alexander St 411,"$549,000 CAD",1 beds,1 baths
1735,1901 Bayview Ave 207,"$625,000 CAD",2 beds,1 baths
1736,55 Armstrong Ave,"$699,900 CAD",3 beds,2 baths
1737,417 Woodbine Ave,"$1,499,000 CAD",4+1 beds,4 baths
1738,136 Tuliptree Rd,"$899,900 CAD",4+1 beds,5 baths
1739,50 Luminous Crt,"$799,000 CAD",3 beds,2 baths
1740,168 Dumfries Ave,"$1,149,900 CAD",3+1 beds,4 baths
1741,389 Marf Ave,"$1,879,900 CAD",2+3 beds,3 baths
1742,2 Glengordon Cres,"$1,998,000 CAD",3 beds,4 baths
1743,899 Black Cherry Dr,"$1,499,888 CAD",4+1 beds,5 baths
1744,58 Orchard Park Blvd,"$1,299,000 CAD",4 beds,1 baths
1745,9225 Jane St 1217,"$599,900 CAD",1 beds,1 baths
1746,251 Jarvis St 616,"$799,000 CAD",3 beds,1 baths
1747,109 Lake St,"$899,000 CAD",5 beds,4 baths
1748,3 Reeves Rd,"$899,999 CAD",3+1 beds,4 baths
1749,54 Ballantine St,"$689,900 CAD",3 beds,3 baths
1750,211 Ridley Cres,"$899,000 CAD",4 beds,3 baths
1751,3900 Highway #3,"$898,000 CAD",3+2 beds,2 baths
1752,4631 Harbottle Rd Rd,"$1,650,000 CAD",4 beds,4 baths
1753,24 Stanwell Dr,"$899,000 CAD",3+1 beds,3 baths
1754,272 Douglas Rd,"$1,928,000 CAD",3+1 beds,2 baths
1755,1 Fieldside St,"$1,599,000 CAD",4+2 beds,5 baths
1756,63 Holyrood Cres,"$1,325,990 CAD",3+1 beds,3 baths
1757,24 Elsinore St,"$1,275,990 CAD",3 beds,3 baths
1758,140 Braebrook Dr,"$899,900 CAD",4 beds,3 baths
1759,73 Wallington Ave,"$1,370,000 CAD",3+1 beds,4 baths
1760,655 Coxwell Ave,"$1,099,000 CAD",3 beds,3 baths
1761,47 Strader Ave,"$1,498,000 CAD",4+1 beds,4 baths
1762,250 Albert St 314,"$360,900 CAD",1 beds,1 baths
1763,55 Duke St 415,"$479,990 CAD",1+1 beds,1 baths
1764,75 Eglinton Ave 501,"$499,900 CAD",1+1 beds,1 baths
1765,335 Driftwood Ave 1201,"$450,000 CAD",3 beds,2 baths
1766,700 Humberwood Blvd 1216,"$479,000 CAD",1 beds,1 baths
1767,28 Tandridge Cres 833,"$668,888 CAD",3 beds,2 baths
1768,74 Springfair Ave,"$635,000 CAD",3 beds,2 baths
1769,9088 Yonge St 806A,"$649,900 CAD",1+1 beds,1 baths
1770,2150 Lawrence Ave 706,"$550,000 CAD",2 beds,2 baths
1771,525 Adelaide St 803,"$589,900 CAD",1 beds,1 baths
1772,70 Temperance St 4115,"$978,800 CAD",2 beds,2 baths
1773,3797 Orlando Pl,"$749,900 CAD",2+1 beds,3 baths
1774,115 Mccann St,"$2,995,000 CAD",4 beds,5 baths
1775,64 Eagle Ave,"$649,990 CAD",5+2 beds,3 baths
1776,875617 5th Line Ehs,"$2,100,000 CAD",4 beds,3 baths
1777,93 Inkerman St,"$489,000 CAD",3 beds,2 baths
1778,524 Krug St,"$1,149,000 CAD",4+1 beds,3 baths
1779,8 Beachaven Dr,"$749,900 CAD",3 beds,3 baths
1780,11 Pinecrest Dr,"$1,295,000 CAD",5+2 beds,3 baths
1781,13 St. Andrews Rd,"$699,999 CAD",3+1 beds,2 baths
1782,219 Emerson Ave,"$599,900 CAD",4 beds,2 baths
1783,696 Rambo Cres,"$1,648,000 CAD",3 beds,3 baths
1784,12 Lockburn Cres,"$1,099,000 CAD",3+1 beds,4 baths
1785,1988 Silverberry Cres,"$985,000 CAD",3+1 beds,2 baths
1786,189 Weybourne Rd,"$1,499,000 CAD",3 beds,1 baths
